ble_id,mcsp,field,unit,passive_stream,ble_request_result,status,answered_as,sweep_2026_08_12,usb_2026_08_21
98-8F,0x188F,DriveUnit.CHAIN_STATE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-90,0x1890,DriveUnit.MOTOR_INTERACTION_CONFIG,ms,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-93,0x1893,DriveUnit.SPEED_TUNING_PREDICTED,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-94,0x1894,DriveUnit.CRASH_DETECTION_STATUS,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
98-95,0x1895,DriveUnit.CRASH_DETECTION_CONFIG,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
98-96,0x1896,DriveUnit.OEM_TORQUE_LIMITATION,,yes,value,,READ_RESPONSE,value,value
98-97,0x1897,DriveUnit.REDUCE_INPUT_CURRENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-98,0x1898,DriveUnit.RIM_MAGNET_TEST_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,value
98-99,0x1899,DriveUnit.OEM_HUB_CONFIGURABLE_PORT_CONFIGURATION,,,not-available,DENIED,READ_RESPONSE,refused,value
98-9A,0x189A,DriveUnit.HUB_CONFIGURABLE_PORT_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,value
98-9B,0x189B,DriveUnit.OEM_THROTTLE_CONFIGURATION,,,not-available,DENIED,READ_RESPONSE,refused,value
98-9C,0x189C,DriveUnit.THROTTLE_CONFIGURATION,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
98-9D,0x189D,DriveUnit.ODOMETER_MOTOR,m,,not-available,DENIED,READ_RESPONSE,refused,value
98-9E,0x189E,DriveUnit.MOTOR_PRODUCT_CODE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
98-9F,0x189F,DriveUnit.MOUNTING_ANGLE_ROLL,°,,not-available,DENIED,READ_RESPONSE,refused,value
98-A0,0x18A0,DriveUnit.ROTOR_POSITION_CALIBRATION_RESULT,,,command (not tested),,,,value
98-A1,0x18A1,DriveUnit.BRAKE_DETECTION_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-A2,0x18A2,DriveUnit.RESET_HUB_CABLE_DIAGNOSIS,,,command (not tested),,,,DENIED
98-A3,0x18A3,DriveUnit.TUNING_DETECTION_CONFIG,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-A4,0x18A4,DriveUnit.ASSIST_MODE_LIMITS_V2,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
98-A5,0x18A5,DriveUnit.ESTIMATED_MOUNTING_ANGLE_INFORMATION,,,command (not tested),,,,DENIED
98-A7,0x18A7,DriveUnit.OEM_COMPONENT_LOCK_ENABLE,,,command (not tested),,,,DENIED
A0-11,0x2011,RemoteControl.ACTIVE_UI_PRIORITY,,yes,value,,READ_RESPONSE,value,DENIED
A0-12,0x2012,RemoteControl.ACTIVE_UI_COMPONENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-21,0x2021,RemoteControl.TIME_ZONE,,,value,,READ_RESPONSE,value,value
A0-22,0x2022,RemoteControl.TIME,,,value,,READ_RESPONSE,value,value
A0-23,0x2023,RemoteControl.LOCAL_TIME_OFFSET,,,value,,READ_RESPONSE,value,value
A0-24,0x2024,RemoteControl.POWER_CYCLE_SYNC_TIME,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-25,0x2025,RemoteControl.POWER_CYCLE_TIME,,,value,,READ_RESPONSE,value,DENIED
A0-26,0x2026,RemoteControl.RESET_LAST_STORED_TIME,,,command (not tested),,,,DENIED
A0-27,0x2027,RemoteControl.LAST_STORED_TIME_RESET_NONCE,,,command (not tested),,,,value
A0-33,0x2033,RemoteControl.SHUTDOWN_REASON,,,command (not tested),,,,DENIED
A0-34,0x2034,RemoteControl.ENTER_BOOTLOADER,,,not-available,DENIED,READ_RESPONSE,refused,value
A0-36,0x2036,RemoteControl.EXECUTE_FACTORY_RESET,,,command (not tested),,,,value
A0-37,0x2037,RemoteControl.CPU_LOAD,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-41,0x2041,RemoteControl.AVAILABLE_BUTTONS,,yes,value,,READ_RESPONSE,value,DENIED
A0-42,0x2042,RemoteControl.BUTTON_EVENT,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A0-43,0x2043,RemoteControl.SIMULATE_BUTTON_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,value
A0-44,0x2044,RemoteControl.BUTTON_EVENTS_ENABLED,,,command (not tested),,,,value
A0-45,0x2045,RemoteControl.AVAILABLE_BUTTON_DESCRIPTORS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-46,0x2046,RemoteControl.PRESSED_BUTTONS,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-47,0x2047,RemoteControl.UI_CONTROL,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-48,0x2048,RemoteControl.REQUEST_DYNAMIC_UI_CONTROL,,,command (not tested),,,,DENIED
A0-49,0x2049,RemoteControl.DYNAMIC_UI_CONTROL_STATE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-51,0x2051,RemoteControl.DIAGNOSIS_PROGRAM_ACTIVE,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A0-61,0x2061,RemoteControl.SERIAL_NUMBER,,yes,value,,READ_RESPONSE,value,value
A0-62,0x2062,RemoteControl.PART_NUMBER,,yes,value,,READ_RESPONSE,value,value
A0-63,0x2063,RemoteControl.HARDWARE_VERSION,,yes,value,,READ_RESPONSE,value,value
A0-64,0x2064,RemoteControl.HARDWARE_SOFTWARE_VERSION,,yes,value,,READ_RESPONSE,value,value
A0-65,0x2065,RemoteControl.PRODUCT_CODE,,yes,value,,READ_RESPONSE,value,value
A0-66,0x2066,RemoteControl.MANUFACTURING_DATE,,yes,value,,READ_RESPONSE,value,value
A0-67,0x2067,RemoteControl.PRODUCTION_PLANT_CODE,,,not-available,DENIED,READ_RESPONSE,refused,value
A0-68,0x2068,RemoteControl.PRODUCTION_LINE,,,not-available,DENIED,READ_RESPONSE,refused,value
A0-69,0x2069,RemoteControl.ROOT_CERTIFICATE,,,not-tested,,,no-response,value
A0-6A,0x206A,RemoteControl.EASTER_EGG,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-6B,0x206B,RemoteControl.SOFTWARE_VERSION,,yes,value,,READ_RESPONSE,value,value
A0-6C,0x206C,RemoteControl.GIT_INFORMATION,,,command (not tested),,,,DENIED
A0-6D,0x206D,RemoteControl.BUILD_INFORMATION,,,command (not tested),,,,DENIED
A0-6E,0x206E,RemoteControl.BOOTLOADER_SOFTWARE_VERSION,,yes,value,,READ_RESPONSE,value,value
A0-6F,0x206F,RemoteControl.PRODUCT_NAME,,yes,value,,READ_RESPONSE,value,value
A0-70,0x2070,RemoteControl.IS_SAMPLE_SOFTWARE,,,not-available,DENIED,READ_RESPONSE,refused,value
A0-71,0x2071,RemoteControl.DATA_MODEL_VERSION,,,not-available,DENIED,READ_RESPONSE,refused,timeout
A0-73,0x2073,RemoteControl.IS_SAMPLE_HARDWARE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-81,0x2081,RemoteControl.DRIVE_UNIT_AVAILABLE,,yes,value,,READ_RESPONSE,value,value
A0-82,0x2082,RemoteControl.DRIVE_UNIT_IN_BOOTLOADER_AVAILABLE,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-83,0x2083,RemoteControl.BATTERY1_AVAILABLE,,yes,value,,READ_RESPONSE,value,value
A0-84,0x2084,RemoteControl.BATTERY1_IN_BOOTLOADER_AVAILABLE,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-85,0x2085,RemoteControl.HEAD_UNIT_AVAILABLE,,yes,value,,READ_RESPONSE,value,value
A0-86,0x2086,RemoteControl.HEAD_UNIT_IN_BOOTLOADER_AVAILABLE,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-87,0x2087,RemoteControl.CONNECT_MODULE_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-88,0x2088,RemoteControl.CONNECT_MODULE_IN_BOOTLOADER_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-89,0x2089,RemoteControl.ANTI_LOCK_BRAKE_SYSTEM_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-8A,0x208A,RemoteControl.ANTI_LOCK_BRAKE_SYSTEM_IN_BOOTLOADER_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-8C,0x208C,RemoteControl.BATTERY2_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-8D,0x208D,RemoteControl.BATTERY2_IN_BOOTLOADER_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A0-8E,0x208E,RemoteControl.KEY_EXCHANGE_PENDING,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-94,0x2094,RemoteControl.CAN_TIME_SYNC_ENABLED,,,command (not tested),,,,DENIED
A0-A1,0x20A1,RemoteControl.UI_PRIORITY,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-A2,0x20A2,RemoteControl.LED_COLORS,,,not-available,DENIED,READ_RESPONSE,refused,UNSUPPORTED
A0-A3,0x20A3,RemoteControl.LED_TEST_MODE_ENABLED,,,command (not tested),,,,value
A0-A4,0x20A4,RemoteControl.SIGNAL_LAMP_HASH_WITH_ALIVE_COUNTER,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-A5,0x20A5,RemoteControl.WELCOME_PATTERN_FINISHED,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-A6,0x20A6,RemoteControl.DISMISS_ERROR_PATTERN,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,DENIED
A0-A7,0x20A7,RemoteControl.ERROR_PATTERN_ACTIVE,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A0-A8,0x20A8,RemoteControl.CRITICAL_ERROR_PATTERN_ACTIVE,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A0-A9,0x20A9,RemoteControl.REQUEST_PLUS_MINUS_BUTTON_CONTROL_BY_ACTIVE_UI,,,command (not tested),,,,DENIED
A0-AA,0x20AA,RemoteControl.PLUS_MINUS_BUTTON_CONTROL_BY_ACTIVE_UI,,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A0-AB,0x20AB,RemoteControl.SI_LA_LED_ENABLED,,,command (not tested),,,,value
A0-AC,0x20AC,RemoteControl.VISUALIZABLE_ISSUE_TYPES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-AD,0x20AD,RemoteControl.UPDATE_ISSUE_VISUALIZATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-AF,0x20AF,RemoteControl.LCD_TEST_MODE,,,not-available,DENIED,READ_RESPONSE,refused,NO_ROUTE_FOUND
A0-B0,0x20B0,RemoteControl.STATUSBAR_CUSTOMIZATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-B1,0x20B1,RemoteControl.REQUEST_DYNAMIC_BUTTON_CONTROL_BY_ACTIVE_UI,,,command (not tested),,,,DENIED
A0-B2,0x20B2,RemoteControl.DYNAMIC_BUTTON_CONTROL_BY_ACTIVE_UI,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-B4,0x20B4,RemoteControl.SUPPORTED_LANGUAGES,,,not-available,DENIED,READ_RESPONSE,refused,timeout
A0-B5,0x20B5,RemoteControl.VIEW_STRIPE_CAPABILITIES,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-B6,0x20B6,RemoteControl.FEATURE_STREAMING_CAPABILITIES,,,not-available,NO_ROUTE_FOUND,RPC_RESPONSE,refused,DENIED
A0-B7,0x20B7,RemoteControl.FEATURE_STREAMING_TILES_OF_INTEREST,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-B8,0x20B8,RemoteControl.VIEW_STRIPE_CONFIGURATION_ID,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-B9,0x20B9,RemoteControl.VIEW_STRIPE_CONFIGURATION,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-BA,0x20BA,RemoteControl.GET_CATEGORY_CONFIGURATION,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-BB,0x20BB,RemoteControl.SET_CATEGORY_CONFIGURATION,,,command (not tested),,,,DENIED
A0-BC,0x20BC,RemoteControl.SET_TILE_CONTENT,,,command (not tested),,,,DENIED
A0-BD,0x20BD,RemoteControl.SHOW_VIEW_STRIPE_CONFIGURATION,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-BE,0x20BE,RemoteControl.STORE_VIEW_STRIPE_CONFIGURATION,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A0-BF,0x20BF,RemoteControl.DEBUG_UI_POSITION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-C1,0x20C1,RemoteControl.DOWNLOAD_CONFIGURATION_CONTAINER,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A0-C2,0x20C2,RemoteControl.CANCEL_CONFIGURATION_CONTAINER_DOWNLOADS,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A0-C3,0x20C3,RemoteControl.CONFIGURATION_CONTAINER_DOWNLOADS_FINISHED,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-C4,0x20C4,RemoteControl.DOWNLOAD_SOFTWARE_UPDATE_MANIFEST,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A0-C5,0x20C5,RemoteControl.CANCEL_SOFTWARE_UPDATE_DOWNLOADS,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A0-C6,0x20C6,RemoteControl.SOFTWARE_UPDATE_DOWNLOADS_FINISHED,,,value,,READ_RESPONSE,value,value
A0-C7,0x20C7,RemoteControl.CURRENT_MANIFEST,,yes,value,,READ_RESPONSE,value,value
A0-C8,0x20C8,RemoteControl.DOWNLOAD_CONFIGURATION_CONTAINER_V2,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-E1,0x20E1,RemoteControl.INSTALL_CONFIGURATION_CONTAINERS,,,command (not tested),,,,value
A0-E2,0x20E2,RemoteControl.SOFTWARE_UPDATE_AVAILABLE_FOR_INSTALLATION,,,command (not tested),,,,value
A0-E3,0x20E3,RemoteControl.INSTALL_SOFTWARE_UPDATE,,,command (not tested),,,,value
A0-E4,0x20E4,RemoteControl.SOFTWARE_UPDATE_STATUS,,yes,value,,READ_RESPONSE,value,value
A0-E6,0x20E6,RemoteControl.DRIVE_UNIT_UDS_IDENTIFICATION_DATA,,,value,,READ_RESPONSE,value,value
A0-E7,0x20E7,RemoteControl.BATTERY1_UDS_IDENTIFICATION_DATA,,,value,,READ_RESPONSE,value,value
A0-E8,0x20E8,RemoteControl.HEAD_UNIT_UDS_IDENTIFICATION_DATA,,,value,,READ_RESPONSE,value,value
A0-E9,0x20E9,RemoteControl.CONNECT_MODULE_UDS_IDENTIFICATION_DATA,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-EA,0x20EA,RemoteControl.ANTI_LOCK_BRAKE_SYSTEM_UDS_IDENTIFICATION_DATA,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-EB,0x20EB,RemoteControl.SOFTWARE_INSTALLATION_STATE_REQUESTED,,,command (not tested),,,,value
A0-EC,0x20EC,RemoteControl.SOFTWARE_INSTALLATION_STATE_PRECONDITIONS_STATE,,,command (not tested),,,,value
A0-ED,0x20ED,RemoteControl.UPDATE_PROGRESS_OF_OTHER_COMPONENTS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A0-EE,0x20EE,RemoteControl.IN_SOFTWARE_INSTALLATION_STATE,,,command (not tested),,,,DENIED
A0-EF,0x20EF,RemoteControl.BATTERY2_UDS_IDENTIFICATION_DATA,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-F0,0x20F0,RemoteControl.OVERWRITE_SOFTWARE_UPDATE_FINALIZE_BEHAVIOUR,,,command (not tested),,,,value
A0-F1,0x20F1,RemoteControl.BOOTLOADER_ERROR_STATES,,,value,,READ_RESPONSE,value,value
A0-F2,0x20F2,RemoteControl.REFRESH_SOFTWARE_INSTALLATION_COMPONENT_INFORMATION,,,command (not tested),,,,value
A0-F3,0x20F3,RemoteControl.REFRESH_SOFTWARE_INSTALLATION_COMPONENT_INFORMATION_STATUS,,yes,command (not tested),,,,value
A0-F4,0x20F4,RemoteControl.STORED_SOFTWARE_UPDATE_STATUS,,yes,value,,READ_RESPONSE,value,value
A0-F5,0x20F5,RemoteControl.STORED_BOOTLOADER_ERROR_STATES,,,value,,READ_RESPONSE,value,value
A0-F6,0x20F6,RemoteControl.UPDATE_PLAN_INFO,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-F7,0x20F7,RemoteControl.STORED_CONTAINER_ERROR_INFO,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-F8,0x20F8,RemoteControl.COMPONENT_IDENTIFIER_READ_ERROR_INFO,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-F9,0x20F9,RemoteControl.STORED_COMPONENT_UNEXPECTED_RESTART_ERROR_INFO,,,command (not tested),,,,value
A0-FA,0x20FA,RemoteControl.STORED_UPDATE_STUCK_ERROR_INFO,,,supported-empty,,READ_RESPONSE,supported-empty,value
A0-FB,0x20FB,RemoteControl.INIT_INSTALLATION_REPORT_CREATION,,,command (not tested),,,,UNSUPPORTED
A1-01,0x2101,RemoteControl.REMOTE_CONTROL_FEATURE_PROPERTIES_RELEASE1,,yes,value,,READ_RESPONSE,value,value
A1-03,0x2103,RemoteControl.COMPONENT_LOCKED,,,not-available,DENIED,READ_RESPONSE,refused,NOT_READY
A1-04,0x2104,RemoteControl.COMPONENT_LOCK_CONFIGURATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-05,0x2105,RemoteControl.SYSTEM_LOCKED,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-06,0x2106,RemoteControl.RESET_INACTIVITY_SHUTDOWN_TIMER,,,command (not tested),,,,value
A1-07,0x2107,RemoteControl.SYSTEM_LOCK_FEATURE_ENABLED,,yes,command (not tested),,,,value
A1-08,0x2108,RemoteControl.REMOTE_CONTROL_FEATURE_PROPERTIES_RELEASE2,,yes,value,,READ_RESPONSE,value,value
A1-09,0x2109,RemoteControl.REMOTE_CONTROL_FEATURE_PROPERTIES_RELEASE3,,yes,value,,READ_RESPONSE,value,value
A1-0A,0x210A,RemoteControl.REMOTE_CONTROL_FEATURE_PROPERTIES_RELEASE4,,yes,value,,READ_RESPONSE,value,value
A1-0B,0x210B,RemoteControl.REMOTE_CONTROL_STATIC_FEATURE_PROPERTIES,,yes,value,,READ_RESPONSE,value,value
A1-0C,0x210C,RemoteControl.SNOOZE_STATE,,yes,supported-empty,,READ_RESPONSE,supported-empty,timeout
A1-0D,0x210D,RemoteControl.LEAVE_SNOOZE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-0E,0x210E,RemoteControl.HEART_RATE,bpm,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A1-0F,0x210F,RemoteControl.HEART_RATE_STATUS,,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A1-11,0x2111,RemoteControl.SET_SYSTEM_WAKE_UP_REASON,,,command (not tested),,,,DENIED
A1-12,0x2112,RemoteControl.RANGE_CONTROL_ACTIVE,,,supported-empty,,WRITE_RESPONSE,supported-empty,DENIED
A1-13,0x2113,RemoteControl.TOGGLE_BIKE_LIGHT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-15,0x2115,RemoteControl.UNLOCK_COMPONENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-16,0x2116,RemoteControl.REQUEST_MOTOR_SUPPORT_PROHIBITION,,,command (not tested),,,,DENIED
A1-17,0x2117,RemoteControl.BATTERY_HOT_PLUGOUT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-21,0x2121,RemoteControl.EXECUTE_INFORMATION_MANAGER_COMMAND_RIDER,,yes,command (not tested),,RPC_RESPONSE,value,DENIED
A1-22,0x2122,RemoteControl.REPORT_ISSUE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-23,0x2123,RemoteControl.ISSUE_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-24,0x2124,RemoteControl.ISSUE_VISUALIZATION_EVENT,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,DENIED
A1-25,0x2125,RemoteControl.EXECUTE_INFORMATION_MANAGER_COMMAND_IBD,,,command (not tested),,,,value
A1-26,0x2126,RemoteControl.EXECUTE_INFORMATION_MANAGER_COMMAND_OEM,,,command (not tested),,,,value
A1-27,0x2127,RemoteControl.EXECUTE_INFORMATION_MANAGER_COMMAND_SP,,,command (not tested),,,,value
A1-28,0x2128,RemoteControl.EXECUTE_INFORMATION_MANAGER_COMMAND_BOSCH,,,command (not tested),,,,value
A1-29,0x2129,RemoteControl.ALL_ISSUE_VISUALIZATION_EVENTS,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A1-41,0x2141,RemoteControl.AMBIENT_BRIGHTNESS,,,value,,READ_RESPONSE,value,value
A1-51,0x2151,RemoteControl.ACTIVE_ISSUE_VISUALIZATION_EVENT,,yes,value,,READ_RESPONSE,value,DENIED
A1-52,0x2152,RemoteControl.REPORT_ISSUE_VISUALIZATION_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,timeout
A1-53,0x2153,RemoteControl.ACKNOWLEDGE_ISSUE_VISUALIZATION_EVENT,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,DENIED
A1-61,0x2161,RemoteControl.GEAR_PROPERTIES,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-62,0x2162,RemoteControl.GEAR_CADENCE_LIMITS,,yes,value,,READ_RESPONSE,value,value
A1-63,0x2163,RemoteControl.CURRENT_GEAR_OR_RATIO,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-64,0x2164,RemoteControl.SHIFT_REQUEST,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-65,0x2165,RemoteControl.CURRENT_GEAR_CADENCE_SETPOINT,,yes,value,,READ_RESPONSE,value,value
A1-66,0x2166,RemoteControl.DESIRED_GEAR_CADENCE_SETPOINT,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A1-68,0x2168,RemoteControl.AUTO_DOWN_SHIFT_RECOMMENDATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-69,0x2169,RemoteControl.GEAR_CAN_DEVICE_INFORMATION,,yes,command (not tested),,,,value
A1-6A,0x216A,RemoteControl.E_SHIFT_AVAILABLE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-6B,0x216B,RemoteControl.E_SHIFT_AVAILABLE_AT_SOME_POINT,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-6C,0x216C,RemoteControl.E_SHIFT_CAN_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-6D,0x216D,RemoteControl.E_SHIFT_BLE_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-6E,0x216E,RemoteControl.MOTOR_INTERACTION_REQUEST,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-6F,0x216F,RemoteControl.E_SHIFT_OPERATION_MODE_REQUEST,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-70,0x2170,RemoteControl.CURRENT_E_SHIFT_OPERATION_MODE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-71,0x2171,RemoteControl.FINE_ADJUSTMENT_STEP_REQUEST,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-72,0x2172,RemoteControl.CURRENT_FINE_ADJUSTMENT_STEP,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-73,0x2173,RemoteControl.SHIFT_MODE,,yes,not-available,NOT_READY,READ_RESPONSE,refused,DENIED
A1-74,0x2174,RemoteControl.AUTOMATIC_SHIFT_FEEDBACK,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-76,0x2176,RemoteControl.E_SHIFT_CAPABILITIES_FOR_RIDER,,yes,value,,READ_RESPONSE,value,value
A1-77,0x2177,RemoteControl.SHIFT_CONFIGURATION,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-78,0x2178,RemoteControl.E_SHIFT_FEATURE_FLAGS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-79,0x2179,RemoteControl.E_BIKE_FEATURE_FLAGS_FOR_E_SHIFT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-7A,0x217A,RemoteControl.E_SHIFT_IS_READY_TO_SHUTDOWN,,,command (not tested),,,,DENIED
A1-7B,0x217B,RemoteControl.HANDLE_SHIFTER_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,timeout
A1-7C,0x217C,RemoteControl.SHIFT_CONFIGURATION_LIMITS,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-7D,0x217D,RemoteControl.THIRD_PARTY_SERVICE_MODE_ACTIVE,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-81,0x2181,RemoteControl.LANGUAGE,,yes,value,,READ_RESPONSE,value,value
A1-82,0x2182,RemoteControl.UNITS,,yes,value,,READ_RESPONSE,value,value
A1-83,0x2183,RemoteControl.TIME_FORMAT,,yes,value,,WRITE_RESPONSE,supported-empty,value
A1-84,0x2184,RemoteControl.BIKE_ID,,,value,,READ_RESPONSE,value,value
A1-85,0x2185,RemoteControl.SERVICE_DUE,,yes,supported-empty,,READ_RESPONSE,supported-empty,value
A1-86,0x2186,RemoteControl.BIKE_NAME,,yes,value,,READ_RESPONSE,value,DENIED
A1-97,0x2197,RemoteControl.HEAD_UNIT_AVAILABLE_AT_SOME_POINT,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-98,0x2198,RemoteControl.MAXIMUM_BATTERIES_AVAILABLE_AT_SOME_POINT,,,value,,READ_RESPONSE,value,value
A1-99,0x2199,RemoteControl.CONNECT_MODULE_AVAILABLE_AT_SOME_POINT,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-9B,0x219B,RemoteControl.LOCK_SOUND_ENABLED,,yes,value,,,,DENIED
A1-9C,0x219C,RemoteControl.LED_BRIGHTNESS_CONFIGURATION,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-9D,0x219D,RemoteControl.AVAILABLE_CONFIGURATION_BACKUP_SLOTS,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-9E,0x219E,RemoteControl.STORE_CONFIGURATION_BACKUP_RECORD,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-9F,0x219F,RemoteControl.LOAD_CONFIGURATION_BACKUP_RECORD,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-A0,0x21A0,RemoteControl.DEBUG_FEATURES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-A2,0x21A2,RemoteControl.AUTO_BIKE_LIGHT_CONFIGURATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-A7,0x21A7,RemoteControl.LOGGER_CONFIG,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-C1,0x21C1,RemoteControl.INTERNAL_BATTERY_VOLTAGE,,,value,,READ_RESPONSE,value,value
A1-C4,0x21C4,RemoteControl.USB_POWER_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
